Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);26/01/2022 9:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);26/01/2022 9:08;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);26/01/2022 9:08;4.351351351
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);26/01/2022 15:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);26/01/2022 15:23;14;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);26/01/2022 15:23;6.580645161
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);26/01/2022 21:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);26/01/2022 21:38;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);26/01/2022 21:38;3.870967742
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);27/01/2022 3:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);27/01/2022 3:53;9;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);27/01/2022 3:53;2.979591837
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);27/01/2022 10:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);27/01/2022 10:08;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);27/01/2022 10:08;3.813333333
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);27/01/2022 16:23;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);27/01/2022 16:23;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);27/01/2022 16:23;5.158730159
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);27/01/2022 22:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);27/01/2022 22:38;7;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);27/01/2022 22:38;3
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);28/01/2022 4:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);28/01/2022 4:53;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);28/01/2022 4:53;3
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);28/01/2022 11:08;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);28/01/2022 11:08;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);28/01/2022 11:08;4.632352941
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);28/01/2022 17:23;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);28/01/2022 17:23;15;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);28/01/2022 17:23;5.307692308
